place,dataset,year,score,rank,isopen,exists,digital,public,online,free,machinereadable,bulk,openlicense,uptodate,url,format,licenseurl,dateavailable,officialtitle,publisher,timestamp,submitters,reviewers,details
ro,map,2013,40,34,False,Y,Y,Y,N,N,Y,Y,N,?,http://geoportal.ancpi.ro/geoportal/catalog/search/browse/browse.page,"TIFF, ASCII, SHAPEFILE, ECW, RINEX",None,June 2011,None,None,2013-10-01T20:08:53.873Z,"[u'Ovidiu Voicu', u'Strainu']",Silviu Vert,"The official institution that produces and collects geographical information regarded as the National Map is the National Agency for Cadastre and Land Registration (ANCPI http://ancpi.ro), which is under the Government of Romania since 2012. At this time, there are NO freely available datasets of any kind for the Romanian territory on the official site of ANCPI. Furthermore, there are no official statements to acknowledge any intentions of making the National Map open data. In 2012, the geo-spatial.org (http://earth.unibuc.ro/) community addressed an open letter to ANCPI, signed by 184 members asking for free access as a downloadable file or through OGC webmapping standards, of a a vector format file of the boundaries of the Romanian municipalities. ANCPI offered to give us the requested dataset, but at the price established through the Order of the Ministry of Internal Affairs no. 39/2009, which for the entire Romanian territory, is about 800.000 EURO.Today, the dataset containing the boundaries of the Romanian municipalities is the only dataset available through a visualization service compliant with INSPIRE on the geoportal maintained by ANCPI. (http://geoportal.ancpi.ro/geoportal/catalog/main/aboutGeoportal.page). Not all datasets found in the ANCPI data catalog can be previewed through the geoportal's visualizing service. Freely available geodata can be found on the geo-spatial.org portal. The datasets are available through georeferenced downloadable files or through OGC webmapping standards (http://earth.unibuc.ro/download).
The boundaries of the Romanian municipalities are freely available on the webpage of Political Colours of Romania interactively mapped project (http://193.231.187.122/omc/integration-download.html)."
gb,elections,2013,70,19,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.electoralcommission.org.uk/our-work/our-research/electoral-data,Excel,None,None,None,None,10/5/2012 15:09:07,"[u'Fred Saunderson', u'Owen Boswarva', u'Daniela Mattern', u'Andrew Stott']","[u'Fred Saunderson', u'Laura James', u'Katelyn Rogers', u'Daniela Mattern']","An authoritative collection of general election results is published by the UK's Electoral Commission. The results are collected from local returning officers by a third party on behalf of the Electoral Commission. The Electoral Commission makes the data available for download in spreadsheet format but without an explicit statement allowing open re-use. Although some of the reports on the link given are in PDF, the critical links for the definition of this dataset are results by constituency for national elections, and these for the last UK General Election in 2010 are in XLS at http://www.electoralcommission.org.uk/__data/assets/excel_doc/0020/105725/GE2010-constituency-results-website.xls A dataset for the whole of a nation-wide General Election is available, meeting the bulk download criterion. However the website claims copyright for the Electoral Commission; there are no terms of use on the main site, and some pages point to a page http://ec-build02.squiz.co.uk/publications-and-research/?a=11995 (in Electoral Commission branding) which says: ""The information here is protected by copyright. You must not copy or reproduce any graphics or substantial amounts of text without our written permission."". So this is a fail on Open Licence by the criteria given."
pl,companies,2013,35,37,False,Y,Y,Y,Y,Y,N,N,N,?,https://ems.ms.gov.pl/krs/wyszukiwaniepodmiotu,None,None,None,None,None,2013-10-02T08:54:20.987Z,None,Sander van der Waal,"Business registry only available to query online (with Captcha).
PDF downloads of individual entries"
bm,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.bermudalaws.bm/default.aspx,PDF,None,None,None,None,2013-10-09T14:23:59.351Z,"[u'Graeme Jones', u'Andrew Simons']","[u'Graeme Jones', u'Christian Villum']",None
sk,postcodes,2013,20,39,False,Y,Y,N,N,N,N,N,N,Y,http://www.posta.sk/stranky/postove-smerovacie-cisla,XLS,None,None,None,None,24/06/2013 14:17:20,Peter Hanecak,Jano Suchal,"Slovak Republic is small country, so there is only about 10^4 different postcodes altogether. License is not clearly stated and there is Copyright notice at the page providing the download so ""no"" is filled. Latitude and longitude information is not provided in the data source but other data source (https://zbgis.skgeodesy.sk/tkgis/default.aspx - intended for users, no API) can be used to locate towns (but not streets). Thus the data is considered as NOT available."
at,companies,2013,30,39,False,Y,Y,Y,Y,N,N,N,N,Y,http://www.justiz.gv.at/web2013/html/default/2c9484852308c2a601240b693e1c0860.de.html,None,None,None,None,None,10/5/2012 13:49:43,"[u'Johann H\xf6chtl', u'Mathias Huter']","[u'Robert Harm', u'Lieke Ploeger', u'Sander van der Waal']","It is available for money and through re-sellers. [Reviewer comment: given it's publicly available and online, even though there's a charge.]"
au,legislation,2013,45,25,False,Y,Y,Y,Y,Y,N,N,N,Y,http://www.comlaw.gov.au/,"HTML, PDF, Word",None,15/01/2011,None,None,17/04/2012 14:02:27,"[u'Rufus Pollock', u'Alex Sadleir', u'Alexander Sadleir']","[u'Rufus Pollock', u'Alex Sadleir']",Not openly licensed as license according to http://www.comlaw.gov.au/Content/Copyright#licensed) is Creative Commons Attribution-NonCommercial-ShareAlike licence Australia v3.0 (which is not open). Data is not machine-readable as data is either PDF or (poorly structured HTML) and is not bulk as you can only access on item at a time. Date available is date of new licensing.
id,postcodes,2013,0,45,False,?,?,?,?,?,?,?,?,?,http://kodepos.posindonesia.co.id,None,None,None,None,None,7/6/2013 13:46:27,"[u'Yuandra Ismiraldi', u'Fariz']",Ramda Yanurzha,"The data is available via search form, but no corresponding geolocations (which must be manually referenced to another separate subdistrict geolocation databases which are non-free)"
np,timetables,2013,0,52,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-09-26T06:50:26.385Z,"[u'Niroj Panta', u'Prakash Neupane']","[u'Kshitiz Khanal', u'Prakash Neupane']","In Nepal, Time Table data for transportation are not available. Government don't have land/terrestrial transportation. We don't have sea transportation."
nz,companies,2013,70,5,False,Y,Y,Y,Y,Y,Y,Y,?,Y,http://www.business.govt.nz/businessdata,XML,None,None,None,None,26/02/2013 19:23:12,"[u'Mark Heseltine', u'Jonathan Hunt']","[u'Mor Rubinstein', u'Alex Sadleir', u'Jonathan Hunt']",None
fr,timetables,2013,80,4,True,Y,Y,Y,?,?,Y,Y,Y,Y,http://ressources.data.sncf.com/explore/?refine.theme=Horaires+et+itinéraires,GTFS,None,None,None,None,2013-10-10T16:11:08.225Z,"[u'Benjamin Ooghe', u'Simon', u'OKF France']",Pierre Chrzanowski,"The data available is not complete, only Transilien, Intercités and TER lines are provided and not the main fast TGV lines. Also the licence under which it is released is an internal rewriting of the french ODbL with modifications that make it unsure whether it is actually OpenDefinition compliant. 

*Revision: the data are updated on a weekly basis for Transilien and every two months for TER and Intercités. So the data is provided on a timely and up to date basis.*"
cn,emissions,2013,55,21,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://datacenter.mep.gov.cn/,None,None,None,None,None,2013-09-28T08:27:56.912Z,FENG GAO,FENG GAO,None
bd,map,2013,30,43,False,Y,Y,Y,Y,N,N,Y,N,?,http://www.sob.gov.bd/#pgprew,None,None,None,None,None,2013-10-14T19:25:33.827Z,Nurunnaby Hasive,"[u'Nasir Khan', u'Nabid Hassan']",None
ng,statistics,2013,30,57,False,Y,Y,Y,?,Y,N,N,N,N,http://www.nigerianstat.gov.ng/,None,None,None,None,None,26/06/2012 02:16:28,"[u'Oludotun at Cloneshouse Nigeria', u'Oludotun Babayemi']","[u'Oluseun Onigbinde', u'Oluseun Onigbinde ']",There are plans to make more data available in future
cz,budget,2013,45,34,False,Y,Y,Y,Y,Y,N,Y,N,?,http://www.mfcr.cz/cs/verejny-sektor/prognozy/statni-rozpocet/2013/schvaleny-navrh-prijmu-a-vydaju-rozpocto-13358,pdf,None,None,None,None,19/04/2012 11:14:17,"[u'Michaela Rybi\u010dkov\xe1 ', u'Jakub Mracek', u'Michaela Rybi\u010dkov\xe1']",Michaela Rybičková,"Czech national budget for 2014 has not been approved by the parliament yet, only a framework is available at the moment.
The previous budgets are available as a series of spreadsheets, pdf and docs (see 2012 for example: http://www.psp.cz/sqw/text/text2.sqw?idd=74861)."
ke,statistics,2013,10,60,False,Y,Y,N,?,N,?,?,N,?,http://statistics.knbs.or.ke,None,None,Varies depending on the distribution channels and the various datasets,None,None,2013-10-01T12:13:26.131Z,"[u'Mor Rubinstein', u'Emmy Chirchir']","[u'Christian Villum', u'Emmy Chirchir']","The Kenya National Bureau of statistics which is the central government agency that collects data has statistics on census, economic activities, demographics. It has many channels through which the some of the data is distributed, with links for these pages on their website, one of which is the Kenya Open Data Initiative (KODI). However there seems to be no standard for distributing data. Some are available and open e.g. KODI but some are available on the KNBS website itself but not open. Some of these are not charged while others are. KNBS applies a statistics act and a form has to be submitted for data requests. On the plus side some include metadata, background information, data description. On the Kenya Open Data portal, the datasets are mostly from KNBS but not up to date."
gr,timetables,2013,0,52,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-10-17T09:18:17.274Z,Charalampos Bratsas,"[u'Charalampos Bratsas', u'Andreas P']",None
bf,map,2013,50,29,False,Y,Y,Y,N,N,Y,Y,N,Y,http://www.igb.bf/pagehtm/donneesnumeriques.htm,None,None,None,None,None,9/6/2013 2:06:34,"[u'Fofana Bazo B.', u'titinto']","[u'Laura James', u'Idriss TINTO', u'titinto']",can't see a licence for map data.
eg,map,2013,0,55,False,?,N,N,?,N,N,N,N,N,http://www.esa.gov.eg/SellingMapRoomdigital.aspx,None,None,None,None,None,4/6/2013 20:42:23,"[u'Tarek Amr', u'Mor Rubinstein', u'Rayna St']","[u'Rayna St', u'Mor Rubinstein', u'Riyadh Al-Balushi']","Map for Egypt governorates, villages and districts. Historic maps are also available. All maps are available for purchause upon request to the dedicated Authority."
ie,timetables,2013,60,9,False,Y,Y,Y,Y,Y,Y,N,N,Y,http://www.transportforireland.ie/,None,None,None,None,None,22/02/2013 08:52:37,"[u'Anonymous', u'Denis Parfenov', u'Tracey Lauriault']","[u'Tracey P. Lauriault', u'Denis Parfenov', u'Tracey Lauriault']","MACHINE READABLE: YES, the files are CSV, which means comma-separated values in text format  AVAILABLE IN BULK: NO - Dublinked Irish Rail data seems to be Greater Dublin only, accurate for Jan 2013.  OPENLY LICENSED: Based on our interpretations of Terms and Conditions, we believe the license to be 'CLOSED' (http://www.transportforireland.ie/terms-conditions/)"
br,emissions,2013,0,51,False,N,N,N,N,N,N,N,N,N,http://seriesestatisticas.ibge.gov.br/lista_tema.aspx?op=0&no=16,.xls,None,None,None,None,7/1/2013 14:11:10,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,"The Brazilian Federal Institute for Geography and Statistics - IBGE produced time series between 1992 and 2009/2010 referring to the air pollution in metropolitan areas. However, these data is not being updated anymore. The data does only cover some Brazilian cities."
cz,timetables,2013,45,13,False,Y,Y,Y,Y,Y,?,N,N,Y,http://portal.idos.cz/,"xls, pdf",None,None,None,None,17/04/2012 22:24:40,"[u'Michaela Rybi\u010dkov\xe1 ', u'Jakub Mracek']",Michaela Rybičková,"Data at national level are incomplete. Also, its machine readability  is questionable -  most of them are in xls, but some include various footnotes which makes machine readability complicated. 

Since 2001, complete database is available only to one company which supplies IT services to Ministry of Transport - Chaps. Other companies consider this a monopoly and a won a lawsuit - the court stated that Chaps should is subjected to Freedom of Information Law. If the FOI request is successful, the data might be available soon. (info updated on Nov 8, 2013)."
mx,companies,2013,20,46,False,Y,Y,N,N,?,N,N,N,Y,None,None,None,None,None,None,2013-10-11T07:33:47.123Z,"[u'Juan M. Casanueva', u'Mor Rubinstein']","[u'Juan M. Casanueva', u'Mor Rubinstein', u'Sander van der Waal']","Despite the fact that data is available under the Treasury and Economic Ministry, there is no public database available to the public. Some query mechanisms exist in order to find basic company information based on the name of the company or their tax id."
cn,budget,2013,55,26,False,Y,Y,Y,Y,Y,N,Y,N,Y,http://yss.mof.gov.cn/2013zyczys/index.html,HTML,None,None,None,None,2013-09-28T07:30:18.211Z,FENG GAO,FENG GAO,None
jp,legislation,2013,35,47,False,Y,Y,Y,Y,Y,?,?,?,N,http://law.e-gov.go.jp/cgi-bin/idxsearch.cgi,PDF,None,1/2/2013,None,None,1/3/2013 16:26:05,"[u'Masahiko SHOJI', u'Mor Rubinstein', u'Masayuki Hatta']","[u'Mor Rubinstein', u'Laura James', u'Masayuki Hatta']","Seems no restriction for its use but not clear, but unified big data seems not available (you have to download them one by one). English translation of those laws are also available (http://www.japaneselawtranslation.go.jp/) but not always up-to-date."
nl,companies,2013,45,16,False,Y,Y,Y,Y,N,Y,N,N,Y,http://kvk.nl,None,None,None,None,None,25/02/2013 22:14:22,"[u'Paul Suijkerbuijk', u'OpenState Contact', u'Ton Zijlstra']",Arjan El Fassed,"No bulk availability, and one record only free of charge. Openkvk.nl provides unofficial copy also through API, based on daily scraping. Charging model under discussion by the responsible Ministry."
nz,map,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://data.linz.govt.nz/,"GeoTIFF,GeoJPEG,KML,Shapefile,FGDB,DWG,TAB,CSV",None,7/1/2011,None,None,23/02/2013 15:16:09,"[u'Mark Heseltine', u'Daniela Mattern']","[u'Alex Sadleir', u'Daniela Mattern', u'Jonathan Hunt']","NZ national map is available as both vector and raster data.
http://creativecommons.org/licenses/by/3.0/nz/"
se,companies,2013,45,16,False,Y,Y,Y,Y,N,Y,Y,N,?,http://www.bolagsverket.se/psidata,csv,None,2013,None,None,21/02/2013 19:57:11,"[u'Peter Krantz', u'Daniel Frisk']","[u'Laura James', u'Niels Erik Kaaber Rasmussen', u'Sander van der Waal']",Most of the information is available for a fee.
tw,companies,2013,20,46,False,Y,Y,Y,Y,?,N,N,?,?,http://gcis.nat.gov.tw/moeadsBF/bms/dir.jsp?showGcisLocation=false&agencyCode=376570000A&showBusi=true&showFact=true,None,None,None,None,None,17/07/2012 15:19:46,TH Schee,Ying Chu Chen,"You can search company register data from here:
http://gcis.nat.gov.tw/moeadsBF/bms/report.jsp?method=first&agencyCode=allbf&showGcisLocation=true&showBusi=true&showFact=false The data include register, registration changing or dissolution in every month, in different cities between 2006 and now."
gr,legislation,2013,55,19,False,Y,Y,Y,Y,Y,N,Y,?,Y,http://www.et.gr/,None,None,13/07/2010,None,None,12/6/2013 23:13:05,"[u'Charalampos Bratsas', u'Marinos Papadopoulos']","[u'Charalampos Bratsas', u'Andreas P']","According to Law 3861/2010, article 7 /τ.Α΄112 -13.7.2010 all laws, Ministerial Decrees, Presidential Decrees and other regulation of Greece become available online for free through the website of the National Printing Office."
cr,map,2013,40,34,False,Y,Y,Y,?,?,Y,Y,?,?,http://www.snitcr.org/ideol/,None,None,None,None,None,5/6/2013 19:59:32,"[u'Ignacio Alfaro', u'Ana Sofia Ruiz']","[u'Oscar Montiel', u'Ana Sofia Ruiz']","This is the map available by the National Register System. However, there is a different dataset from the National University, available in open source in the link: http://www.mapoteca.geo.una.ac.cr/index.php/home.html"
ru,spending,2013,70,6,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://zakupki.gov.ru,XML,None,2005,None,None,21/02/2013 08:49:38,"[u'Ivan Begtin', u'Tryggvi Bj\xf6rgvinsson', u'Ivan Pavlov', u'\u0422\u0430\u0442\u044c\u044f\u043d\u0430 \u0422\u043e\u043b\u0441\u0442\u0435\u043d\u0435\u0432\u0430']","[u'Ivan Begtin', u'Mor Rubinstein']","Brief Description: Russia has special official web portal for government procurement (spending) information http://zakupki.gov.ru.
This portal provides technical opportunity for use and reuse procurement data in machine-readable formats. But there is some lack of legal support. According to Russian legislation, spending data (state procurement information) is available to the public (Article 16 of the Federal Law № 94-FZ of 21.07.2005, Order of the Federal Ministry of Economic Development and the Treasury from December 11, 2010 number 646/21n). Also according to the Russian FOI law procurement data in the type of special information category - information about government bodies activity. This information is as a general rule public by default. Form the other hand, there is a lack of direct reference to the licensing regime and copyright sing on the http://zakupki.gov.ru. Step by step explanation
1. Does the data exist? Yes, all procurement data disclosed as machine readable data via ftp.zakupki.gov.ru and as HTML via zakupki.gov.ru 2. Is data in digital form? Yes, data available via website and FTP and has digital form. 3. Publicly available? Yes, this data is publicly available. We don't need FOI request to get it. 4. Is the data available for free? Yes, this data is available for free. No payment is required. 5. Is the data available online? Yes. Data available at http://pass.rzd.ru 6. Is the data machine readable? Yes, data is downloadable as XML files from ftp.zakupki.gov.ru and as CSV files from search engine of zakupki.gov.ru 7. Available in bulk? Yes, data is downloadable as XML files 8. Openly licensed? No, this data us public domain data but no open license available. 9. Is the data provided on a timely and up to date basis?
Yes, this information updated frequently, on hourly basis. Ivan Pavlov: Ivan Pavlov: we consider the Russian Budget Spending Information as open licensed, taking into the account Russian Legislation provisions. According to the Civil Сode of Russia (Article 1259), official government documents including laws, other legal texts, judicial decisions, other materials of legislative, administrative and judicial character are not objects of copyright. Also according to the Russian FOI law (Article 1), information about the activities of government bodies and bodies of local self-government is information (including documentation), established within government bodies, their territorial bodies, local authorities or institutions subordinate to the state authorities, local self-government (hereinafter - organizations subordinated to it), or received by the mentioned bodies and organizations. Information on the activities of government bodies and bodies of local self-government also includes laws and other normative legal acts concerning information on the activities of bodies of local self-government – municipal legal acts defining structure, competence, formation and operating procedures of the above-specified bodies and organizations, and other information concerning their activity. Thus, according to the current Russian legislation, there are no legal restrictions on use, reuse or redistribute Budget Spending Information."
lt,companies,2013,20,46,False,Y,Y,N,N,N,?,Y,N,N,http://www.registrucentras.lt/jar/,None,None,None,None,None,23/02/2013 13:21:45,"[u'Lieke Ploeger', u'Viktorija Trubaciute']",Karolis Granickas,Data is available only on commercial terms. The full dataset on company register costs.
ie,spending,2013,10,19,False,Y,Y,N,?,?,?,?,?,?,None,None,None,None,None,None,25/02/2013 13:13:50,"[u'Tryggvi Bj\xf6rgvinsson', u'Richard Cantwell', u'Deirdre Lee', u'Tracey Lauriault', u'Tracey P. Lauriault', u'Denis Parfenov']","[u'Mor Rubinstein', u'Tracey P. Lauriault', u'Pierre Chrzanowski', u'Denis Parfenov', u'Tracey Lauriault']",The country provides spending data but not at transactionnal level.
nz,emissions,2013,35,34,False,Y,Y,Y,Y,Y,N,N,N,N,http://www.mfe.govt.nz/environmental-reporting/air/air-quality-indicator/index.html,"HTML,PDF,JPEG",None,None,None,None,2013-10-04T21:29:05.890Z,"[u'Mark Heseltine', u'Jonathan Hunt']","[u'Alex Sadleir', u'Jonathan Hunt']","Air quality data is gathered by regional councils and aggregated by Ministry for the Environment. Some councils, such as ECAN, make realtime air quality data available (see http://data.ecan.govt.nz/Catalogue/Search?Query=&CollectionId=4 ). At Ministry for the Environment I could only find prepared charts and commentary, not raw data (see http://www.mfe.govt.nz/environmental-reporting/air/air-quality-indicator/index.html ). No air data sets were visible at https://data.govt.nz/catalog/?AgencySearch=Ministry+for+the+Environment+%28MfE%29&action_doCustomSearch=Go&agency=true&rpp=25"
br,companies,2013,10,51,False,Y,Y,N,N,?,N,N,N,N,http://www.receita.fazenda.gov.br/pessoajuridica/cnpj/cnpjreva/cnpjreva_solicitacao.asp,html with embedded frames that only can be accessed submitting the identification number and filling out a captcha,None,None,None,None,7/1/2013 14:14:40,"[u'Augusto Herrmann', u'Daniela Mattern']",Daniela Mattern,"Access to company data in Brazil is very limited. In order to access data, one needs to know the identification number of the company. There is no service where people can search for the identification number if they only know the name."
lt,elections,2013,45,33,False,Y,Y,Y,Y,Y,N,?,?,Y,http://www.vrk.lt/lt/pirmas-puslapis/rinkimai/,mostly html tables,None,None,None,None,23/02/2013 13:43:37,"[u'Viktorija Trubaciute', u'Karolis Granickas']",Karolis Granickas,The data is available online mostly in html tables or already visualized on a map. The open datasets are not available.
ru,map,2013,10,53,False,Y,Y,N,N,N,N,N,N,N,None,None,None,None,None,None,9/6/2013 14:50:00,"[u'Ivan Begtin', u'Maxim Dubinin', u'Ivan Pavlov']","[u'Ivan Begtin', u'Rufus Pollock']","The link above: http://maps.rosreestr.ru/PortalOnline/ is a map of cadaster (non-open license) It has NOTHING to do with the National Map (High level map at a scale of 1:250,000 or better (1cm = 2.5km)). Current description completely misrepresent the situation, while mapping data continues to be totally unavailable even for governmental organizations themselves, let alone free."
cy,emissions,2013,0,51,False,N,N,N,N,N,N,N,N,N,None,None,None,None,None,None,2013-10-09T20:20:04.747Z,Anonymous,"[u'Andreas Pavlou', u'Andreas P']",Could not find data on government website http://www.moa.gov.cy
au,map,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.ga.gov.au/metadata-gateway/metadata/record/gcat_a05f7892-c39f-7506-e044-00144fdd4fa6/Outline+map+of+Australia+%28with+state+borders+and+capital+city+locations%29,WMS,None,13/10/2006,None,None,17/04/2012 13:34:48,"[u'Alex Sadleir', u'Daniela Mattern', u'Alexander Sadleir']","[u'Alex Sadleir', u'Daniela Mattern']",1:250 000 scale Topographic vector data is also downloadable in full https://www.ga.gov.au/products/servlet/controller?event=FILE_SELECTION&catno=63999 One of first government organisations to adopt open licencing specifically Creative Commons. http://www.ga.gov.au/copyright.html Also provides WMS API http://www.ga.gov.au/mapconnect/wms.jsp
sn,elections,2013,30,54,False,Y,Y,Y,Y,?,N,Y,N,N,http://eeas.europa.eu/eueom/pdf/missions/final-report-senegal-2012_fr.pdf,PDF,None,2012,None,None,18/05/2013 17:34:45,"[u'Mor Rubinstein', u'Erick FARGEAS']","[u'Mamadou Diagne', u'Katelyn Rogers']",None
il,budget,2013,70,18,False,Y,Y,Y,Y,Y,Y,Y,N,Y,http://www.mof.gov.il/BUDGETSITE/STATEBUDGET/BUDGET2013_2014/Pages/Budget2013_2014HP.aspx,"PDF, word, excel",None,None,None,None,1/6/2013 23:15:17,"[u'Noam Castel', u'Ido Ivri']","[u'Mor Rubinstein', u'Ido Ivri']","The data is also available graphically in
http://www.mof.gov.il/BUDGETSITE/STATEBUDGET/BUDGET2013_2014/Pages/Budget2013_2014HP.aspx"
us,emissions,2013,100,1,True,Y,Y,Y,Y,Y,Y,Y,Y,Y,http://www.epa.gov/ttn/chief/eiinformation.html,CSV,None,1986,None,None,21/02/2013 15:54:19,"[u'Tracey P. Lauriault', u'Rufus Pollock', u'Neal Bastek', u'Jeanne Holm']","[u'Tracey P. Lauriault', u'Laura James', u'Katelyn Rogers', u'Rufus Pollock']","Additional data can be easily accessed through the Data.gov Energy community at http://Energy.data.gov. The primary datasets with this material are the Toxic Release Inventory, but other datasets provide insight to additional environmental pollutants. Air pollution data exists at the given link. As the data is provided from federal websites and is therefore public domain (at least in the US) we consider it openly licensed."
nz,spending,2013,0,38,False,?,?,?,?,?,?,?,?,?,http://www.treasury.govt.nz/budget/2013/data,Excel,None,None,None,None,2013-10-08T20:55:42.665Z,"[u'Tryggvi Bj\xf6rgvinsson', u'Paul Stone', u'Pierre Chrzanowski', u'Jonathan Hunt']","[u'Alex Sadleir', u'Pierre Chrzanowski', u'Mor Rubinstein', u'Jonathan Hunt']","Only Budget Data exists, no evidence of Spending Data at a transactionnal level."
cz,statistics,2013,80,12,False,Y,Y,Y,Y,Y,Y,N,Y,?,http://www.czso.cz/,xls (mostly),None,None,None,None,19/04/2012 11:25:34,"[u'Michaela Rybickova', u'Michaela Rybi\u010dkov\xe1 ', u'Jakub Mracek', u'Michaela Rybi\u010dkov\xe1']",Michaela Rybičková,"The quality and openness of the data varies. Some are available up to date and in usable spreadsheets, some not. Terms of use state that data is freely available, but the author must be attributed and the statistical figures must not be changed."
ec,legislation,2013,30,56,False,Y,Y,Y,Y,N,N,N,N,Y,http://www.registroficial.gob.ec/,None,None,None,None,None,2013-10-08T17:30:52.816Z,Eduardo Bejar,"[u'Eduardo Bejar', u'Mariel Garc\xeda M']","Subscription to Registro Oficial currently costs USD 280 per year for the digital version and USD 504 for the printed version. It includes all laws, statutes and regulations since 2009. Many laws are available online for free, but only Registro Oficial includes all published and valid laws, regulations from every government office."
